File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\WhenISendAPingMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\WhenISendAStopMessageStep.cs,17,16,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\PathToFullPathConverterTests.cs,64,45,20,0,9,0,10,13,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\ServiceElementStarterTests.cs,87,63,31,0,15,0,9,9,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\ServiceProcessCreatorTests.cs,160,115,53,0,25,0,20,29,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\ServicesConfigurationRepositoryTests.cs,84,57,32,2,14,0,13,16,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\ServicesStarterTests.cs,121,85,33,0,16,0,20,25,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Configuration\XUnit\ServiceStarterTests.cs,82,54,28,0,14,0,14,19,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\DetermineNotRunningServicesTests.cs,62,50,25,0,6,0,6,6,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\NotRunningServicesTests.cs,85,66,28,0,9,0,10,13,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\PingInformationTests.cs,96,74,37,0,20,0,2,8,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\PingResponseMonitorTests.cs,145,107,46,1,19,0,19,25,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\RestartServiceMonitorTests.cs,154,106,45,0,24,0,24,24,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\RunningServicesTests.cs,237,158,79,0,42,0,37,40,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\ServicesMonitorTests.cs,212,153,64,0,36,0,23,29,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\ServicesStatusTests.cs,114,86,37,0,13,0,15,15,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\ServicesStopperTests.cs,46,35,18,0,5,0,6,15,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\ServiceTests.cs,87,72,32,0,14,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Tests\XUnit\StatusRequestMonitorTests.cs,89,65,29,0,10,0,14,20,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Racetracks.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Racetracks.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Racetracks.Console\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\NuGet.Selkie.Services.Racetracks\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\packages\SpecFlow.NUnit.Runners.1.0.0\content\SpecFlowNUnitExtension.cs,79,54,24,1,14,1,11,44,0,1
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\CostMatrix.cs,248,197,117,21,49,0,2,7,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\CostMatrixSourceManager.cs,139,116,64,2,23,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\FeaturesValidator.cs,42,34,21,5,8,1,0,2,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Installer.cs,41,37,16,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\RacetrackSettings.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\RacetrackSettingsSource.cs,33,26,14,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\RacetrackSettingsSourceManager.cs,98,81,37,3,16,0,1,13,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\RacetracksSourceManager.cs,121,101,61,1,18,1,2,37,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Service.cs,54,47,21,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\SurveyFeaturesSourceManager.cs,79,66,38,4,13,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\SurveyFeatureToSurveyFeatureDtoConverter.cs,66,58,23,4,8,1,0,4,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\BaseCostCalculator.cs,144,120,64,15,24,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\CostEndToEndCalculator.cs,25,22,10,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\CostEndToStartCalculator.cs,25,22,10,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\CostStartToEndCalculator.cs,25,22,10,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\CostStartToStartCalculator.cs,25,22,10,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\SurveyFeatureToSurveyFeaturesConverter.cs,176,147,76,18,29,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\ArcSegmentToArcSegmentDtoConverter.cs,71,62,32,4,9,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\CircleToCircleDtoConverter.cs,53,47,24,2,6,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\LineToLineSegmentDtoConverter.cs,58,51,26,3,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\PathToPathDtoConverter.cs,71,62,33,4,9,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\PointToPointDtoConverter.cs,41,37,18,2,4,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\PolylineToPolylineDtoConverter.cs,68,59,31,6,9,1,0,8,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\Racetracks.cs,57,50,24,5,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\RacetracksToDtoConverter.cs,62,52,30,4,10,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Converters\Dtos\SegmentToSegmentDtoConverter.cs,79,66,39,6,13,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\ICostMatrix.cs,18,15,9,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\ICostMatrixSourceManager.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IFeaturesValidator.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IRacetrackSettingsSource.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IRacetrackSettingsSourceManager.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IRacetracksSourceManager.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IRacetracksToDtoConverter.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\IService.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\ISurveyFeaturesSourceManager.cs,15,13,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\IBaseCostCalculator.cs,23,19,11,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\IConverter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\ICostEndToEndCalculator.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\ICostEndToStartCalculator.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\ICostStartToEndCalculator.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\ICostStartToStartCalculator.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\ISurveyFeatureToSurveyFeaturesConverter.cs,31,25,18,0,6,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\IArcSegmentToArcSergmentDtoConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\ICircleToCircleDtoConverter.cs,11,10,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\ILineToLineSegmentDtoConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\IPathToPathDtoConverter.cs,11,10,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\IPointToPointDtoConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\IPolylineToPolylineDtoConverter.cs,11,10,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Interfaces\Converters\Dtos\ISegmentToSegmentDtoConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\TypedFactories\IConverterFactory.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks\TypedFactories\ICostMatrixFactory.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console\Program.cs,19,17,9,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console.Client\CallService.cs,216,183,86,10,33,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console.Client\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console.Client\Program.cs,45,36,26,0,9,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Console.Client\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\RacetracksService.feature.cs,330,300,82,0,20,1,10,35,0,1
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\SpecFlowNUnitExtension.cs,90,61,24,1,17,1,12,47,0,1
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\GivenDidNotReceiveCostMatrixChangedMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\GivenDidNotReceiveRacetracksChangedMessage.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\ServiceHandlers.cs,46,37,20,2,7,0,2,20,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\ThenTheCostMatrixChangedMessageContainsTheRacetracksStep.cs,44,38,18,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\ThenTheResultShouldBeThatIReceivedACostMatrixChangedMessageStep.cs,25,22,11,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\ThenTheResultShouldBeThatIReceivedARacetracksChangedMessage.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\WhenISendACostMatrixCalculateMessageStep.cs,80,73,24,1,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\WhenISendACostMatrixGetMessageStep.cs,15,14,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\WhenISendARacetracksGetMessage.cs,15,14,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\BaseStep.cs,39,33,16,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\GivenDidNotReceivePingResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\GivenServiceIsRunningSteps.cs,74,61,38,1,13,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\Helper.cs,75,63,33,10,12,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\ServiceHandlers.cs,52,43,22,2,9,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\SpecFlowService.cs,99,81,42,4,17,0,1,9,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\ThenTheResultShouldBeAPingResponseMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\ThenTheResultShouldBeServiceNotRunningStep.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStartedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStoppedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\WhenISendAPingMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.SpecFlow\Steps\Common\WhenISendAStopMessageStep.cs,17,16,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\CostMatrixSourceManagerTests.cs,293,216,75,1,44,0,33,33,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\CostMatrixTests.cs,563,496,189,0,67,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\RacetrackSettingsSourceManagerTests.cs,121,101,44,0,20,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\RacetrackSettingsSourceTests.cs,63,55,22,0,8,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\RacetracksSourceManagerTests.cs,232,167,100,1,44,0,21,21,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\ServiceTests.cs,58,42,21,0,7,0,9,9,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\SurveyFeaturesSourceManagerTests.cs,114,82,39,1,15,0,17,23,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\SurveyFeatureToSurveyFeatureDtoConverterTests.cs,234,157,67,0,35,0,42,42,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\BaseCostCalculatorTests.cs,330,275,132,6,55,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\CostEndToEndCalculatorTests.cs,64,56,31,0,8,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\CostEndToStartCalculatorTests.cs,54,47,28,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\CostStartToEndCalculatorTests.cs,56,49,28,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\CostStartToStartCalculatorTests.cs,54,47,28,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\RacetracksTests.cs,54,44,20,0,10,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\SurveyFeatureToSurveyFeaturesConverterTests.cs,453,395,153,5,58,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\ArcSegmentToArcSergmentDtoConverterTests.cs,130,94,47,2,21,0,15,15,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\CircleToCircleDtoConverterTests.cs,76,57,29,0,10,0,9,9,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\DtoHelper.cs,39,35,13,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\LineToLineSegmentDtoConverterTests.cs,55,42,20,1,7,0,6,6,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\PathToPathDtoConverterTests.cs,193,144,66,5,34,0,15,15,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\PointToPointDtoConverterTests.cs,28,22,11,0,3,0,3,3,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\PolylineToPolylineDtoConverterTests.cs,241,172,92,12,48,0,21,21,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\RacetracksToDtoConverterTests.cs,101,76,42,3,16,0,9,9,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Converters\Dtos\SegmentToSegmentDtoConverterTests.cs,138,108,46,3,21,0,9,9,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\Program.cs,44,38,21,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\ProjectInstaller.cs,66,59,32,1,7,1,0,2,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\ProjectInstaller.Designer.cs,63,37,23,1,6,0,20,57,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\RacetracksServiceMain.cs,16,15,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\Service.cs,96,78,48,3,18,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\Service.Designer.cs,38,22,10,1,5,0,11,54,0,0
C:\Development\Selkie\Services\Racetracks\Selkie.Services.Racetracks.Windows.Service\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks.Common\NuGet.Selkie.Services.Racetracks.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Messages\CostMatrixCalculateMessage.cs,25,20,9,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Messages\CostMatrixRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Messages\CostMatrixResponseMessage.cs,12,11,4,0,1,1,0,8,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Messages\RacetracksGetMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Messages\RacetracksResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common.Tests\Messages\CostMatrixCalculateMessageTests.cs,97,65,30,1,14,0,18,18,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common.Tests\Messages\CostMatrixResponseMessageTests.cs,48,40,17,1,5,0,3,3,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common.Tests\Messages\RacetracksResponseMessageTests.cs,39,28,14,0,5,0,6,6,0,0
C:\Development\Selkie\Services\Racetracks.Common\Selkie.Services.Racetracks.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater\Program.cs,44,37,24,1,7,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\NuSpecDependenciesUpdater.cs,253,198,82,27,40,0,15,25,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\PackageConfigFileReader.cs,30,25,14,0,5,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\PackageData.cs,9,9,5,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\PackageNuSpecFileReader.cs,50,41,22,2,9,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\ReadAllLines.cs,26,22,12,2,4,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\StringToPackageDataConverter.cs,77,63,32,7,14,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\Updater.cs,31,25,15,0,6,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\NuSpecDependenciesUpdaterTests.cs,703,547,266,19,156,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\ReadAllLinesTest.cs,35,30,14,1,5,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\StringToPackageDataConverterTest.cs,187,151,64,0,36,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsNUnitDll\Program.cs,41,33,19,5,8,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsNUnitDll\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsXUnitDll\Program.cs,56,50,24,9,6,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsXUnitDll\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\App.cs,104,64,44,7,7,0,33,209,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\ArgumentParser.cs,60,44,27,7,13,0,3,9,0,0
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\AssemblyInfo.cs,66,13,1,0,7,0,46,286,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\MSIProjectVersioner.cs,75,44,22,4,12,0,19,109,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\MSMProjectVersioner.cs,55,29,15,3,8,0,18,92,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\VDProjectVersioner.cs,173,93,59,13,28,1,52,349,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Version.cs,64,43,21,9,10,0,11,46,6,15
